2021-06-27 20:06:653 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 18:06:753 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 18:06:971 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 18:06:230 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 18:06:322 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 18:06:438 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 18:06:607 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //button[@type='submit']]
2021-06-28 18:06:810 INFO  BankManagerLoginPage :27 - clicking open account tab[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 18:06:121 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 18:06:322 INFO  AddCustomerPage :43 - clicking on currency[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //option[text()='Pound']]
2021-06-28 18:06:491 INFO  AddCustomerPage :48 - clicking on process button[[ChromeDriver: chrome on WINDOWS (936621069be1b651014458c078c89282)] -> xpath: //button[text()='Process']]
2021-06-28 19:06:119 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:521 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:788 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:769 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:893 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:988 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:206 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:395 INFO  BankManagerLoginPage :27 - clicking open account tab[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:754 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:956 INFO  AddCustomerPage :43 - clicking on currency[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //option[text()='Pound']]
2021-06-28 19:06:147 INFO  AddCustomerPage :48 - clicking on process button[[ChromeDriver: chrome on WINDOWS (1b78a7eba9740db5065b25b8a455103f)] -> xpath: //button[text()='Process']]
2021-06-28 19:06:972 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:327 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:530 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:161 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:256 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:378 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:567 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:758 INFO  HomePage :34 - clicking on home tab[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[text()='Home']]
2021-06-28 19:06:852 INFO  HomePage :24 - clicking on customerLogin tab[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[text()='Customer Login']]
2021-06-28 19:06:177 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:287 INFO  CustomerLoginPage :30 - Clicking oN login BUTTON[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[text()='Login']]
2021-06-28 19:06:306 INFO  CustomersPage :20 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (9fbedb79b3925485a4b681bc23919093)] -> xpath: //button[text()='Logout']]
2021-06-28 19:06:434 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:574 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:780 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:312 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:408 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:518 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:689 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:862 INFO  HomePage :34 - clicking on home tab[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[text()='Home']]
2021-06-28 19:06:951 INFO  HomePage :24 - clicking on customerLogin tab[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[text()='Customer Login']]
2021-06-28 19:06:280 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:391 INFO  CustomerLoginPage :30 - Clicking oN login BUTTON[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[text()='Login']]
2021-06-28 19:06:589 INFO  AccountPage :41 - clicking on deposit tab  [[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[@ng-click = 'deposit()']]
2021-06-28 19:06:809 INFO  AccountPage :46 - entering deposit amount[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //input[@ng-model = 'amount']]100
2021-06-28 19:06:887 INFO  AccountPage :51 - clicking deposit button[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //button[text() = 'Deposit']]
2021-06-28 19:06:905 INFO  AccountPage :57 - verifying deposit successful text[[ChromeDriver: chrome on WINDOWS (6dd1fb9f3301acf026ce1f556916bc7a)] -> xpath: //span[text() = 'Deposit Successful']]
2021-06-28 19:06:767 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:669 INFO  HomePage :29 - clicking on Bank manager Login tabProxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 19:06:729 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:639 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:736 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:845 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:47 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:238 INFO  HomePage :34 - clicking on home tab[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[text()='Home']]
2021-06-28 19:06:330 INFO  HomePage :24 - clicking on customerLogin tab[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[text()='Customer Login']]
2021-06-28 19:06:702 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:782 INFO  CustomerLoginPage :30 - Clicking oN login BUTTON[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[text()='Login']]
2021-06-28 19:06:113 INFO  AccountPage :41 - clicking on deposit tab  [[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[@ng-click = 'deposit()']]
2021-06-28 19:06:378 INFO  AccountPage :46 - entering deposit amount[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //input[@ng-model = 'amount']]100
2021-06-28 19:06:456 INFO  AccountPage :51 - clicking deposit button[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[text() = 'Deposit']]
2021-06-28 19:06:533 INFO  AccountPage :64 - clicking withdrawal tab[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[@ng-click = 'withdrawl()']]
2021-06-28 19:06:598 INFO  AccountPage :70 - entering withdrawl amount[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //input[@ng-model = 'amount']]50
2021-06-28 19:06:22 INFO  AccountPage :75 - clicking withdrawal Button[[ChromeDriver: chrome on WINDOWS (a90f2fe725003fa89c0a5424e599250e)] -> xpath: //button[text() = 'Withdraw']]
2021-06-28 19:06:63 INFO  AccountPage :79 - verifying transaction successful textProxy element for: DefaultElementLocator 'By.xpath: //span[text() = 'Transaction successful']'
2021-06-28 19:06:992 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:166 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (87f95bf059c1be6dca02cef919294d15)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:384 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (87f95bf059c1be6dca02cef919294d15)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:278 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:818 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (9a1ecda58eb698d2eeb04081bb49749c)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:80 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (9a1ecda58eb698d2eeb04081bb49749c)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:71 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:08 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (cd6e3d628594fc88483d813dde48d0cf)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:350 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (cd6e3d628594fc88483d813dde48d0cf)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:566 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:528 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (59f3d050726bcae8d99201dd5e21c41f)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:452 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:615 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:945 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:650 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:761 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:883 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:116 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:305 INFO  BankManagerLoginPage :27 - clicking open account tab[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:727 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:901 INFO  AddCustomerPage :43 - clicking on currency[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //option[text()='Pound']]
2021-06-28 19:06:88 INFO  AddCustomerPage :48 - clicking on process button[[ChromeDriver: chrome on WINDOWS (f911b36b81883d8db524c29f275c3d44)] -> xpath: //button[text()='Process']]
2021-06-28 19:06:903 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:773 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:116 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:618 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:712 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:820 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:06 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:223 INFO  HomePage :34 - clicking on home tab[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[text()='Home']]
2021-06-28 19:06:299 INFO  HomePage :24 - clicking on customerLogin tab[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[text()='Customer Login']]
2021-06-28 19:06:596 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 19:06:692 INFO  CustomerLoginPage :30 - Clicking oN login BUTTON[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[text()='Login']]
2021-06-28 19:06:712 INFO  CustomersPage :20 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (f7ee4abcfb6336ca5ddbd14d7f3a5250)] -> xpath: //button[text()='Logout']]
2021-06-28 19:06:707 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-28 19:06:731 INFO  HomePage :29 - clicking on Bank manager Login tab[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 19:06:931 INFO  BankManagerLoginPage :22 - clicking on add customer tab[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:466 INFO  AddCustomerPage :34 - Enter first name[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 19:06:564 INFO  AddCustomerPage :39 - Enter last name[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:688 INFO  AddCustomerPage :44 - Enter postcode[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: 
//body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 19:06:862 INFO  AddCustomerPage :49 - clicking add customer button[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //button[@type='submit']]
2021-06-28 19:06:49 INFO  HomePage :34 - clicking on home tab[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //button[text()='Home']]
2021-06-28 19:06:138 INFO  HomePage :24 - clicking on customerLogin tab[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //button[text()='Customer Login']]
2021-06-28 19:06:451 INFO  AddCustomerPage :37 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //option[text()='Harry Potter']][[ChromeDriver: chrome on WINDOWS (1d9259e626e7b45bb50385a125c01e1a)] -> xpath: //select[@id = 'userSelect']]
